timestamp,cpu_usage,memory_used_bytes,memory_total_bytes,memory_usage_percent
2025-05-24 14:45:48,3.91,3355246592,38654705664,8.68
2025-05-24 14:45:55,6.13,3393327104,38654705664,8.77
2025-05-24 14:46:01,7.63,3381374976,38654705664,8.74
2025-05-24 14:46:07,7.77,3377582080,38654705664,8.73
2025-05-24 14:46:14,9.92,3380699136,38654705664,8.74
2025-05-24 14:46:20,7.91,3378270208,38654705664,8.73
2025-05-24 14:46:26,4.9,3380776960,38654705664,8.74
2025-05-24 14:46:32,2.41,3248881664,38654705664,8.40
