timestamp,cpu_usage,memory_used_bytes,memory_total_bytes,memory_usage_percent
2025-05-24 14:47:46,4.71,3296858112,38654705664,8.52
2025-05-24 14:47:52,23.4,3402911744,38654705664,8.80
2025-05-24 14:47:59,27.14,3382951936,38654705664,8.75
2025-05-24 14:48:05,25.21,3374333952,38654705664,8.72
2025-05-24 14:48:11,33.4,3369447424,38654705664,8.71
2025-05-24 14:48:18,30.52,3364298752,38654705664,8.70
2025-05-24 14:48:24,5.22,3384369152,38654705664,8.75
2025-05-24 14:48:31,2.52,3224854528,38654705664,8.34
