timestamp,cpu_usage,memory_used_bytes,memory_total_bytes,memory_usage_percent
2025-05-24 14:49:35,3.60,3210039296,38654705664,8.30
2025-05-24 14:49:41,56.70,3332603904,38654705664,8.62
2025-05-24 14:49:48,49.87,3303825408,38654705664,8.54
2025-05-24 14:49:54,54.9,3345776640,38654705664,8.65
2025-05-24 14:50:01,48.15,3360264192,38654705664,8.69
2025-05-24 14:50:07,52.35,3361652736,38654705664,8.69
2025-05-24 14:50:14,2.61,3197026304,38654705664,8.27
2025-05-24 14:50:20,2.58,3185807360,38654705664,8.24
