timestamp,cpu_usage,memory_used_bytes,memory_total_bytes,memory_usage_percent
2025-05-24 14:44:04,3.27,3394498560,38654705664,8.78
2025-05-24 14:44:11,9.41,3467091968,38654705664,8.96
2025-05-24 14:44:17,5.62,3388764160,38654705664,8.76
2025-05-24 14:44:23,6.32,3386593280,38654705664,8.76
2025-05-24 14:44:30,4.80,3384705024,38654705664,8.75
2025-05-24 14:44:36,5.55,3395473408,38654705664,8.78
2025-05-24 14:44:42,7.10,3385909248,38654705664,8.75
