timestamp,cpu_usage,memory_used_bytes,memory_total_bytes,memory_usage_percent
2025-05-24 14:50:38,3.96,3220111360,38654705664,8.33
2025-05-24 14:50:44,64.27,3340431360,38654705664,8.64
2025-05-24 14:50:51,65.23,3302567936,38654705664,8.54
2025-05-24 14:50:57,59.31,3310563328,38654705664,8.56
2025-05-24 14:51:04,60.3,3359113216,38654705664,8.69
2025-05-24 14:51:11,60.93,3363463168,38654705664,8.70
2025-05-24 14:51:17,3.21,3228553216,38654705664,8.35
